artista,título,letra,gênero
Panic At The Disco,Into The Unknown,"Ah ah oh oh oh
Ah ah oh oh oh oh oh oh
Into the unknown
Into the unknown
Into the unknown
Ah ah ah ah ah



I can hear you but I won't

Some look for trouble

While others don't

There's a thousand reasons

I should go about my day

And ignore your whispers

Which I wish would go away, ah ah oh oh

Oh oh



You're not a voice

You're just a ringing in my ear

And if I heard you, which I don't

I'm spoken for I fear

Everyone I've ever loved is here within these walls

I'm sorry, secret siren, but I'm blocking out your calls

I've had my adventure, I don't need something new

I'm afraid of what I'm risking if I follow you



Into the unknown

Into the unknown

Into the unknown



Ah ah ah ah ah

Ah ah ah ah ah oh oh



What do you want? 'Cause you've been keeping me awake

Are you here to distract me so I make a big mistake?

Or are you someone out there who's a little bit like me?

Who knows deep down I'm not where I'm meant to be?

Every day's a little harder as I feel your power grow

Don't you know there's part of me that longs to go



Into the unknown?

Into the unknown

Into the unknown



Ah ah ah ah ah

Ah ah ah ah ah

Oh oh oh



Are you out there?

Do you know me?

Can you feel me?

Can you show me?

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah

Ah ah ah ah



Where are you going?

Don't leave me alone

How do I follow you

Into the unknown?

Whoo!",pop rock
Imagine Dragons,Thunder,"Paroles de la chanson Thunder par Imagine Dragons
Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things
And wanna leave my own life behind
Not a yes sir, not a follower
Fit the box, fit the mold
Have a seat in the foyer, take a number
I was lightning before the thunder

Thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder

Thunder, feel the thunder

Lightning and the thunder
Thunder, feel the thunder
Lightning and the thunder
Thunder, thunder
Thunder

Kids were laughing in my classes
While I was scheming for the masses
Who do you think you are?
Dreaming 'bout being a big star
You say you're basic, you say you're easy
You're always riding in the back seat
Now I'm smiling from the stage while
You were clapping in the nose bleeds

Thunder, thunder
Thunder, thun-, thunder
Thun-thun-thunder, thunder, thunder

Thunder, thun-, thunder
Thun-thun-thunder, thunder

Thunder, feel the thunder
Lightning and the thunder
Thunder, feel the thunder
Lightning and the thunder
Thunder

Thunder, feel the thunder
Lightning and the thunder, thunder

Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder
Lightning and the thunder, thunder
Thunder, feel the thunder
Lightning and the thunder, thunder

Thunder, feel the thunder (feel the)
Lightning and the thunder, thunder

Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder
Thunder, thunder, thunder
Thun-thun-thunder, thunder",pop rock
Imagine Dragons,Believer,"Paroles de la chanson Believer par Imagine Dragons
First things first
I'ma say all the words inside my head
I'm fired up and tired of the way that things have been, oh-ooh
The way that things have been, oh-ooh
Second thing second
Don't you tell me what you think that I could be
I'm the one at the sail, I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me

Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer

Third things third
Send a prayer to the ones up above
All the hate that you've heard has turned your spirit to a dove, oh-ooh

Your spirit up above, oh-ooh

I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...

Pain! You made me a, you made me a believer, believer

Last things last
By the grace of the fire and the flames
You're the face of the future, the blood in my veins, oh-ooh
The blood in my veins, oh-ooh
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like...

Pain! You made me a, you made me a believer, believer
Pain! You break me down and build me up, believer, believer

Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from...
Pain! You made me a, you made me a believer, believer",pop rock
Imagine Dragons,Radioactive,"Paroles de la chanson Radioactive par Imagine Dragons
I'm waking up to ash and dust
I wipe my brow and I sweat my rust
I'm breathing in the chemicals

I'm breaking in, shaping up, then checking out on the prison bus
This is it, the apocalypse
Whoa

I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, whoa, I'm radioactive, radioactive
Whoa, whoa, I'm radioactive, radioactive


I raise my flags, don my clothes
It's a revolution, I suppose
We're painted red to fit right in
Whoa

I'm breaking in, shaping up, then checking out on the prison bus
This is it, the apocalypse
Whoa

I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, whoa, I'm radioactive, radioactive
Whoa, whoa, I'm radioactive, radioactive

All systems go, the sun hasn't died

Deep in my bones, straight from inside

I'm waking up, I feel it in my bones
Enough to make my systems blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age
Whoa, whoa, I'm radioactive, radioactive
Whoa, whoa, I'm radioactive, radioactive",pop rock
Imagine Dragons,Bones,"Paroles de la chanson Bones par Imagine Dragons
Gimme, gimme, gimme some time to think
I'm in the bathroom, looking at me
Face in the mirror is all I need (Ooh-ooh)
Waiting 'til the reaper takes my life
Never gonna get me out alive
I will live a thousand million lives (Ooh-ooh)

My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

I-I-I, got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones
I-I-I, got this feeling in my soul
Go ahead and throw your stones
'Cause there's magic in my bones


Playin' with the stick of dynamite
It was never gray and black and white
There was never wrong 'til there was right (Ooh-ooh)
Feelin' like a boulder hurdlin'
Seein' all the vultures circlin'
Burnin' in the flames, I'm workin' in
Turnin' in the bed, it's dark in it

My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

I-I-I, got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones (In my bones)
I-I-I, got this feeling in my soul
Go ahead and throw your stones

'Cause there's magic in my bones

'Cause there's magic in my bones

Mirror of my mind
Turnin' the pages of my life
Walkin' the path so many paced a million times
Drown out the voices in the air
Leavin' the ones that never cared
Pickin' the pieces up and building to the sky

My patience is waning, is this entertaining?
Our patience is waning, is this entertaining?

I-I-I, got this feeling, yeah, you know
Where I'm losing all control
'Cause there's magic in my bones (Magic in my bones)

I-I-I, got this feeling in my soul
Go ahead and throw your stones
'Cause there's magic in my bones

There goes my mind, don't mind
There goes my mind
There goes my mind, don't mind
There goes my mind
'Cause there's magic in my bones",pop rock
Imagine Dragons,Enemy,"Paroles de la chanson Enemy par Imagine Dragons
[Dan Reynolds]
Look out for yourself

[Dan Reynolds]
I wake up to the sounds of the silence that allows
For my mind to run around, with my ear up to the ground
I'm searching to behold the stories that are told
When my back is to the world that was smiling when I turned

[ Dan Reynolds]
Tell you you're the greatest
But once you turn, they hate us


[Dan Reynolds]
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy-y-y-y-y
(Look out for yourself)
My enemy-y-y-y-y
(Look out for yourself)
But I'm ready

[Dan Reynolds]
Your words up on thе wall as you'rе prayin' for my fall
And the laughter in thе halls and the namеs that I've been called
I stack it in my mind, and I'm waiting for the time
When I show you what it's like to be words spit in a mic


[ Dan Reynolds]
Tell you you're the greatest
But once you turn, they hate us (Ha)

[Dan Reynolds & JID]
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy-y-y-y-y
(Look out for yourself)
My enemy-y-y-y-y (Yeah)
(Look out for yourself)
Uh, look, okay

[JID]
I'm hoping that somebody pray for me
I'm praying that somebody hope for me

I'm staying where nobody 'posed to be p-p-posted
Being a wreck of emotions
Ready to go whenever just let me know
The road is long, so put the pedal into the floor
The enemy's on my trail, my energy unavailable
I'ma tell 'em, ""Hasta luego""
They wanna plot on my trot to the top
I've been outta shape, thinkin' out the box
I'm an astronaut
I blasted off the planet rock to cause catastrophe
And it matters more because I had it not
Had I thought about wreaking havoc
On an opposition, kinda shockin'
They wanted static with precision
I'm automatic quarterback
I ain't talkin' sacking, pack it
Pack it up, I don't panic, batter-batter up

Who the baddest?
It don't matter 'cause we at ya throat

[Dan Reynolds]
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy
Oh, the misery
Everybody wants to be my enemy
Spare the sympathy
Everybody wants to be my enemy

[ Dan Reynolds]
Pray it away, I swear I'll never be a Saint, no way
My enemy
Pray it away, I swear I'll never be a Saint
(Look out for yourself)",pop rock
Justin Timberlake,Sexyback,"I'm bringing sexy back
Them other boys don't know how to act
I think your special what's behind your back
So turn around and I'll pick up the slack.
Take em' to the bridge



Dirty babe

You see these shackles, baby I'm your slave

I'll let you whip me if I misbehave

It's just that no one makes me feel this way



Take em' to the chorus



Come here girl,

go ahead, be gone with it

Come to the back,

go ahead, be gone with it

VIP

Go ahead, be gone with it

Drinks on me

Go ahead, be gone with it

Let me see what you're working with

Go ahead, be gone with it

Look at those hips

Go ahead, be gone with it

You make me smile

Go ahead, be gone with it

Go ahead child

Go ahead, be gone with it

And get your sexy on

Go ahead, be gone with it



Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on



I'm bringing sexy back

Them other fuckers don't know how to act

Come let me make up for the things you lack

'Cause your burning up I gotta get it fast



Take em' to the bridge



Dirty babe

You see these shackles, baby I'm your slave

I'll let you whip me if I misbehave

It's just that no one makes me feel this way



Come here girl,

Go ahead, be gone with it

Come to the back,

go ahead, be gone with it

VIP

Go ahead, be gone with it

Drinks on me

Go ahead, be gone with it

Let me see what you're working with

Go ahead, be gone with it

Look at those hips

Go ahead, be gone with it

You make me smile

Go ahead, be gone with it

Go ahead child

Go ahead, be gone with it

And get your sexy on

Go ahead, be gone with it



Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on



You're ready?

you're ready?

you're ready?

mmm... yes!



I'm bringing sexy back

Them other fuckers wait till I attack

If that's your girl you better watch your back

'Cause she'll burn it up for me and that's a fact



Take em' to the chorus



Come here girl

Go ahead, be gone with it

Come to the back

Go ahead, be gone with it

VIP

Go ahead, be gone with it

Drinks on me

Go ahead, be gone with it

Let me see what you're working with

Go ahead, be gone with it

Look at those hips

Go ahead, be gone with it

You make me smile

Go ahead, be gone with it

Go ahead child

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it



Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on

Go ahead, be gone with it

Get your sexy on.



You're ready?... Yes!

You're ready?... Yes!

Yes",pop
Justin Timberlake,Can'T Stop The Feeling,"I got this feeling inside my bones
It goes electric, wavey when I turn it on
All through my city, all through my home
We're flying up, no ceiling, when we in our zone...
I got that sunshine in my pocket

Got that good song in my feet

I feel that hot blood in my body when it drops

I can't take my eyes up off it, moving so phenomenally

You gon' like the way we rock it, so don't stop



Under the lights when everything goes

Nowhere to hide when I'm getting you close

When we move, well, you already know

So just imagine, just imagine, just imagine

Nothing I can see but you when you dance, dance, dance

A feeling good, good, creeping up on you

So just dance, dance, dance, come on

All those things I should do to you

But you dance, dance, dance

And ain't nobody leaving soon, so keep dancing



I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So just dance, dance, dance, come on



Ooh, it's something magical

It's in the air, it's in my blood, it's rushing on

I don't need no reason, don't need control

I fly so high, no ceiling, when I'm in my zone



Cause I got that sunshine in my pocket

Got that good song in my feet

I feel that hot blood in my body when it drops

I can't take my eyes up off it, moving so phenomenally

You gon' like the way we rock it, so don't stop



Under the lights when everything goes

Nowhere to hide when I'm getting you close

When we move, well, you already know

So just imagine, just imagine, just imagine

Nothing I can see but you when you dance, dance, dance

Feeling good, good, creeping up on you

So just dance, dance, dance, come on

All those things I should do to you

But you dance, dance, dance

And ain't nobody leaving soon, so keep dancing



I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So just dance, dance, dance

I can't stop the feeling

So keep dancing, come on



I can't stop the, I can't stop the

I can't stop the, I can't stop the

I can't stop the feeling...



Nothing I can see but you when you dance, dance, dance

(I can't stop the feeling)

Feeling good, good, creeping up on you

So just dance, dance, dance, come on

(I can't stop the feeling...)

All those things I should do to you

But you dance, dance, dance

(I can't stop the feeling...)

And ain't nobody leaving soon, so keep dancing



Everybody sing!

(I can't stop the feeling)

Got this feeling in my body

(I can't stop the feeling)

Got this feeling in my body

(I can't stop the feeling)

Wanna see you move your body

(I can't stop the feeling)

Got this feeling in my body

Break it down

Got this feeling in my body

Can't stop the feeling...



Got this feeling in my body, come on...",pop
Justin Timberlake,Mirrors,"Paroles de la chanson Mirrors par Justin Timberlake
Aren't you somethin' to admire?
'Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone and
The glare makes me hard to find
Just know that I'm always
Parallel on the other side

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass
I'll be there to pull you through
You just gotta be strong


'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me


Aren't you somethin', an original?
'Cause it doesn't seem merely assembled
And I can't help but stare, 'cause
I see truth somewhere in your eyes
I can't ever change without you
You reflect me, I love that about you
And if I could, I
Would look at us all the time

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
You just gotta be strong

'Cause I don't wanna lose you now
I'm lookin' right at the other half of me

The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

Yesterday is history, oh
Tomorrow's a mystery, oh

I can see you lookin' back at me
Keep your eyes on me
Baby, keep your eyes on me

'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now (You show me, baby)
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making

Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

Ohh (Oh oh, oh oh)
Ohh (Oh oh, oh oh)
Ohh ohh (Oh oh, oh oh)
Uhh (Oh oh, oh oh)
Ohh (Oh oh, oh oh)

You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life

You are, you are the love of my life

Now, you're the inspiration of this precious song
And I just wanna see your face light up since you put me on
So now I say goodbye to the old me, it's already gone
And I can't wait, wait, wait, wait, wait to get you home
Just to let you know, you are

You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life

You are, you are the love of my life

Girl, you're my reflection, all I see is you
My reflection in everything I do
You're my reflection and all I see is you
My reflection in everything I do

You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life

You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life",pop
Justin Timberlake,Rock Your Body,"Don't be so quick to walk away 
Dance with me 
I wanna rock your body 
Please stay 
Dance with me 
You don't have to admit you wanna play 

Dance with me 

Just let me rock you 

Till the break of day 

Dance with me 

Got time, but I don't mind 



Just wanna rock you girl 

I'll have whatever you have 

Come on, just give it up girl 

See I've been watching you 

I like the way you move 

So go ahead, girl, just do 

That ass shaking thing you do 



So you grab your girls 

And you grab a couple more 

And you all come meet me 

In the middle of the floor 

Said the air is thick, it's smelling right 

So you blast to the left and you sail to the right 



Don't be so quick to walk away 

Dance with me 

I wanna rock your body 

Please stay 

Dance with me 

You don't have to admit you wanna play 

Dance with me 

Just let me rock you 

Till the break of day 

Dance with me 



I don't mean no harm 

Just wanna rock you girl 

Make a move, but be calm 

Let's go, let's give it up girl 

See it appears to me 

You like the way I move 

I'll tell you what I'm gonna do 

Pull you close and share my groove 



So you grab your girls 

And you grab a couple more 

And you all come meet me 

In the middle of the floor 

Said the air is thick, it's smelling right 

So you blast to the left and you sail to the right 



Don't be so quick to walk away 

Dance with me 

I wanna rock your body 

Please stay 

Dance with me 

You don't have to admit you wanna play 

Dance with me 

Just let me rock you 

Till the break of day 

Dance with me 



Talk to me boy 

No disrespect, I don't mean no harm 

Talk to me boy 

I can't wait to have you in my arms 

Talk to me boy 

Hurry up cause you're taking too long 

Talk to me boy 

Better have you naked by the end of this song 



So what did you come for 

I came to dance with you 

And you know that you don't want to hit the floor 

I came to romance with you 

You're searching for love forever more 

It's time to take a chance 

If love is here on the floor, girl 



Hey 

Dance with me 

Yea 

Come on baby 



Don't be so quick to walk away 

(Don't walk away) 

(Come on and) 

Dance with me 

I wanna rock your body 

(Let me rock your body) 

Please stay 

(Come on and) 

Dance with me 

You don't have to admit you wanna play 

(You don't have to admit you wanna play, just) Dance with me 

Just let me rock you 

(Do do do do) 

Till the break of day 

(Come on and) 

Dance with me 



Talk to me boy 

No disrespect, I don't mean no harm 

Talk to me boy 

But I can't wait to have you in my arms 

Talk to me boy 

Hurry up cause you're taking too long 

Talk to me boy 

Better have you naked by the end of this song 



Don't be so quick to walk away 

(Just think of me and you) 

Don't be so quick to walk away 

(We could do something) 

Don't be so quick to walk away 

(I like the way you look right now) 

Don't be so quick to walk away 

(Come over here baby) 



Are you feeling me? 

Let's do something 

Let's make a bet 

Cause I, gotta have you naked by the end of this song",pop
Bon Jovi,It'S My Life,"This ain't a song for the broken-hearted
No silent prayer for the faith-departed
I ain't gonna be just a face in the crowd
You're gonna hear my voice
When I shout it out loud

It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life



This is for the ones who stood their ground

For Tommy and Gina who never backed down

Tomorrow's getting harder make no mistake

Luck ain't even lucky

Got to make your own breaks



It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life



Better stand tall when they're calling you out

Don't bend, don't break, baby, don't back down



It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life



It's my life

It's now or never

I ain't gonna live forever

I just want to live while I'm alive

(It's my life)

My heart is like an open highway

Like Frankie said, ""I did it my way""

I just wanna live while I'm alive

It's my life",rock
Bon Jovi,Living' On A Prayer,"Once upon a time 
Not so long ago 
Tommy used to work on the docks 
Union's been on strike 
He's down on his luck...

it's tough, so tough 

Gina works the diner all day 

Working for her man, 

she brings home her pay 

For love, for love 



She says we've got to hold on to what we've got 

'Cause it doesn't make a difference 

If we make it or not 

We've got each other and that's a lot 

For love - we'll give it a shot 



Whooah, we're half way there 

Whooah, Livin' on a prayer 

Take my hand and we'll make it - I swear 

Whooah, Livin' on a prayer 



Tommy's got his six string in hock 

Now he's holding in what he used 

To make it talk 

so tough, it's tough 

Gina dreams of running away 

When she cries in the night 

Tommy whispers baby it's okay, someday 



We've got to hold on to what we've got 

'Cause it doesn't make a difference 

If we make it or not 

We've got each other and that's a lot 

For love - we'll give it a shot 



Whooah, we're half way there 

Whooah, Livin' on a prayer 

Take my hand and we'll make it - I swear 

Whooah, Livin' on a prayer 



We've got to hold on ready or not 

You live for the fight when it's all that you've got",rock
Bon Jovi,Always,"This Romeo is bleeding
But you can't see his blood
It's nothing but some feelings
That this old dog kicked up
It's been raining since you left me

Now I'm drowning in the flood

You see I've always been a fighter

But without you I give up

Now I can't sing a love song

Like the way it's meant to be

Well, I guess I'm not that good anymore

But baby, that's just me



And I will love you, baby - Always

And I'll be there forever and a day - Always

I'll be there till the stars don't shine

Till the heavens burst and

The words don't rhyme

And I know when I die, you'll be on my mind

And I'll love you - Always



Now your pictures that you left behind

Are just memories of a different life

Some that made us laugh, some that made us cry

One that made you have to say good-bye

What I'd give to run my fingers through your hair

To touch your lips, to hold you near

When you say your prayers try to understand

I've made mistakes, I'm just a man



When he holds you close, when he pulls you near

When he says the words you've been needing to hear

I'll wish I was him 'cause those words are mine

To say to you till the end of time



Yeah, I will love you baby - Always

And I'll be there forever and a day - Always



If you told me to cry for you

I could

If you told me to die for you

I would

Take a look at my face

There's no price I won't pay

To say these words to you

Well, there ain't no luck

In these loaded dice

But baby if you give me just one more try

We can pack up our old dreams

And our old lives

We'll find a place where the sun still shines



And I will love you, baby - Always

And I'll be there forever and a day - Always

I'll be there till the stars don't shine

Till the heavens burst and

The words don't rhyme

And I know when I die, you'll be on my mind

And I'll love you - Always",rock
Justin Bieber,Sorry,"Paroles de la chanson Sorry par Justin Bieber
You gotta go and get angry at all of my honesty
You know I try, but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
'Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
And by once or twice, I mean maybe a couple of hundred times
So let me, oh, let me redeem, oh, redeem, oh, myself tonight
'Cause I just need one more shot at second chances

Yeah, is it too late now to say sorry?

'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, yeah
Sorry
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'll take every single piece of the blame if you want me to
But you know that there is no innocent one in this game for two
I'll go, I'll go and then you go, you go out and spill the truth
Can we both say the words and forget this?


Yeah, is it too late now to say sorry?
'Cause I'm missing more than just your body
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?
I'm not just tryna get you back on me (Oh, no, no)
'Cause I'm missing more than just your body (Your body)
Oh, is it too late now to say sorry?
Yeah, I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)

Is it too late to say I'm sorry now?
I'm sorry, yeah
Sorry, oh
Sorry
Yeah, I know that I let you down (I know I let you down)
Is it too late to say I'm sorry now?",pop hip-hop/rap
Justin Bieber,Peaches,"Paroles de la chanson Peaches par Justin Bieber
[Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)

[Justin Bieber]
And I see you (Oh), the way I breathe you in (In)
It's the texture of your skin
I wanna wrap my arms around you, baby
Never let you go, oh
And I say, oh, there's nothing like your touch
It's the way you lift me up, yeah
And I'll be right here with you 'til the end


[Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)

[Daniel Caesar]
You ain't sure yet, but I'm for ya'
All I could want, all I can wish for
Nights alone that we miss more
And days we save as souvenirs
There's no time, I wanna make more time
And give you my whole life
I left my girl, I'm in my Yorker
Hate to leave her, call it torture

Remember when I couldn't hold her
Left the baggage for a mover

[Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)

[GIVEON]
I get the feeling, so I'm sure (Sure)
Hand in my hand because I'm yours
I can't, I can't pretend, I can't ignore you're right for me
Don't think you wanna know just where I've been, oh

Don't be distracted
The one I need is right in my arms (Oh)
Your kisses taste the sweetest with mine
And I'll be right here with you 'til end of time

[Justin Bieber]
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)

I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)
I got my peaches out in Georgia (Oh, yeah, shit)
I get my weed from California (That's that shit)
I took my chick up to the North, yeah (Badass bitch)
I get my light right from the source, yeah (Yeah, that's it)",pop hip-hop/rap
Justin Bieber,What Do You Mean,"Paroles de la chanson What Do You Mean par Justin Bieber
What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?

You're so indecisive of what I'm sayin'
Tryna catch the beat, make up your heart
Don't know if you're happy or complainin'
Don't want for us to end, where do I start?


First you wanna go to the left, then you wanna turn right (Right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you're down, and then between ('Tween)
Oh, I really wanna know

What do you mean? Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? Hey, yeah
When you don't want me to move, but you tell me to go
What do you mean? Oh, what do you mean?
Said you're runnin' outta time, what do you mean?
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean?


You're overprotective when I'm leavin'
Tryna compromise, but I can't win
You wanna make a point, but you keep preachin'
You had me from the start, won't let this end

First you wanna go to the left, then you wanna turn right
(Turn right)
Wanna argue all day, makin' love all night (All night)
First you're up, then you're down, and then between ('Tween)
Oh, I really wanna know

What do you mean? Oh, oh (Yeah, yeah, yeah, yeah)
When you nod your head yes, but you wanna say no
What do you mean? (Oh, what do you mean?) Hey, yeah

When you don't want me to move, but you tell me to go
What do you mean? (I wanna know, ooh)
Oh, what do you mean? (Ooh)
Said you're runnin' outta time, what do you mean? (Oh, baby)
Oh, oh, oh, what do you mean? Better make up your mind
What do you mean? (Don't be so selfish, baby, yeah, yeah) Oh, oh
When you nod your head yes, but you wanna say no
What do you mean? (You're so confusin', baby) Hey, yeah
When you don't want me to move (Hey), but you tell me to go
What do you mean? (Be more straightforward)
Oh, what do you mean? (Hey, ah, ah, ah)
Said you're runnin' outta time, what do you mean? (Hey, ah, ah, ah)

Oh, oh, oh, what do you mean?
Better make up your mind, what do you mean?",pop hip-hop/rap
